Style-Fabric-Color,Gender,Birth Season,Comm. Category SubGroup,new,vip,revenue
COMPLETO-Blue+blue+blue+white,Male,Fall / Winter 2018-2019,RTW,2,0,2780.779785
COMPLETO-Raspberry+amethyst black,Female,Fall / Winter 2018-2019,RTW,0,0,1545.203644
CONFEZIONE REGALO 2 CALICI ACQUA MEDUSA LUMIERE HAZE-FORMA 2066,Unisex,Not Seasonal 2016,HOME,0,0,2144.096436
CONFEZIONE REGALO 2 CALICI FLUTE MEDUSA LUMIERE-FORMA 2066,Unisex,-missing description-,HOME,3,0,3171.054169
CONFEZIONE REGALO 2 CALICI VINO ROSSO MEDUSA LUMIE-FORMA 2066,Unisex,-missing description-,HOME,0,1,4967.421753
COPERTA DA ESTERNO-Light blue-mult+white+light blue,Unisex,Fall / Winter 2018-2019,RTW,0,0,282.4198151
COPPA 14 CM LE JARDIN DE VERSACE-FORMA 1211,Unisex,-missing description-,HOME,0,0,162.2955017
COPPA 18 CM LE JARDIN DE VERSACE-FORMA 1211,Unisex,-missing description-,HOME,1,0,336.5959167
COPPA 34 CM VANITAS BLACK-FORMA 1441,Unisex,-missing description-,HOME,1,0,480.8503723
COPPA DA TAVOLO 36 CM GORGONA-FORMA 1409,Unisex,-missing description-,HOME,0,0,709.3063965
COPPETTA QUADRA PIANA 12 CM MEDUSA GALA-FORMA 1194,Unisex,-missing description-,HOME,2,0,233.7232208
COPPETTA QUADRA PIANA 12 CM VANITY-FORMA 1194,Unisex,-missing description-,HOME,1,0,0
CORNICE 13X18CM VHF2 - SILVER-FORMA 6907,Unisex,Not Seasonal 2015,HOME,0,0,326.8389893
CRAVATTA PALA 7-Bluette,Male,Spring / Summer 2017,SILK & OTHER ACC,2,0,1033.199768
CRAVATTA-bluette,Male,Fall / Winter 2015-2016,SILK & OTHER ACC,0,0,191.1527863
CRAVATTA-grey,Male,Fall / Winter 2015-2016,SILK & OTHER ACC,5,0,1776.63768
CRAVATTA-Light Blue+gold,Male,Fall / Winter 2016-2017,SILK & OTHER ACC,0,0,288.3406372
CRAVATTE CM5-navy,Male,Spring / Summer 2017,SILK & OTHER ACC,0,0,171.1100006
CRAVATTE CM7-black,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,287.7136154
CRAVATTE CM7-black-gold,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,30,1,8723.472839
CRAVATTE CM7-black-white,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,2,0,1115.477539
CRAVATTE CM7-Blu,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,1,0,1013.033279
CRAVATTE CM7-Blu,Male,Spring / Summer 2019,SILK & OTHER ACC,3,1,1365.614731
CRAVATTE CM7-bluette,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,4,0,1939.859879
CRAVATTE CM7-bordeaux,Male,Spring / Summer 2018,SILK & OTHER ACC,1,0,331.2309494
CRAVATTE CM7-Dark navy-bluette,Male,Fall / Winter 2017-2018,SILK & OTHER ACC,1,0,373.9611359
CRAVATTE CM7-Geranium-blu indigo,Male,Spring / Summer 2018,SILK & OTHER ACC,3,0,625.7505951
CRAVATTE CM7-Green leaf-bluette,Male,Spring / Summer 2018,SILK & OTHER ACC,1,0,496.2210007
CRAVATTE CM7-grey,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,2,0,747.3413773
CRAVATTE CM7-Multicolor,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,1646.765442
CRAVATTE CM7-Navy,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,6,0,1828.970741
CRAVATTE CM7-Navy-bluette,Male,Spring / Summer 2019,SILK & OTHER ACC,0,0,752.613266
CROSSBODY BAG+ABS LIONHEAD W/LEATHER INLAY BIG CROC CALF+MALAGA CALF-Black+Black---Gun Metal,Male,Spring / Summer 2019,BAGS,3,0,1327.796814
CUCCHIAINO DA TE MEDUSA SILVER-FORMA 1930,Unisex,-missing description-,HOME,0,0,172.2171021
CUSCINO-VARIANT S001,Unisex,Non Seasonal 2014,HOME,0,0,1693.64209
CUSCINO-VARIANTE 0T72,Unisex,Not Seasonal 2015,HOME,1,0,120.2223206
CUSCINO-VARIATION 0001,Unisex,-missing description-,HOME,0,0,421.9749222
CUSHION-Beige-brown-gold,Unisex,Not Seasonal 2016,HOME,0,0,773.1882324
CUSHION-BLACK,Unisex,Not Seasonal 2016,HOME,0,0,2411.283447
CUSHION-Dark Brown-Gold,Unisex,Not Seasonal 2016,HOME,0,0,411.8097534
CUSHION-GREY-BLACK-GOLD,Unisex,Not Seasonal 2018,HOME,1,0,2786.623413
CUSHION-Grey-white-gold,Unisex,Not Seasonal 2017,HOME,1,0,265.7332764
CUSHION-Light blue,Unisex,Not Seasonal 2016,HOME,5,0,3672.114182
CUSHION-Pink,Unisex,Not Seasonal 2016,HOME,2,0,1677.477936
CUSHION-Tourquoise-gold,Unisex,Not Seasonal 2015,HOME,2,1,2038.441711
CUSHIONS TESSUTO TWILL SETA 14MM X CUSCINI  45X45  PN 49X100-White-red-gold,Unisex,Not Seasonal 2015,HOME,2,0,1100.389587
CUSHIONS VELLUTO CO X CUSCINI 45*45 PN.49CM-Blue-black-gold,Unisex,Not Seasonal 2018,HOME,4,0,1836.587921
CUSHIONS-Shiny gold,Unisex,Not Seasonal 2016,HOME,0,1,1101.039093
DECOLLETE  T.95 CAMOSCIO+ STRASS DIS. JUNGLE-Multicolor Green-Black,Female,Spring / Summer 2018,SHOES,1,0,3791.301208
DECOLLETE  T.95 CAMOSCIO+STRASS-Pink,Female,Fall / Winter 2017-2018,SHOES,1,0,3109.866943
DECOLLETE  T.95 VITELLO SCRITTE VERSACE-White+Black-Tribute Gold,Female,Spring / Summer 2019,SHOES,0,0,2319.014832
DECOLLETE FABRIC + LAMB LEATHER-Black+White+Gold-Tribute Gold,Female,Spring / Summer 2019,SHOES,4,0,10772.7677
DECOLLETE FABRIC+LAMB LEATHER-Ciclamino-Tribute Gold,Female,Spring / Summer 2018,SHOES,1,0,640.598877
DECORATIVE ITEMS MAIOLICA-BLACK,Unisex,Non Seasonal 2014,HOME,2,0,1582.620102
DECORATIVE ITEMS MAIOLICA-GOLD,Unisex,Non Seasonal 2014,HOME,2,0,4712.117004
DV-25  IP GOLD WHITE D DIAMDS WHITE S 2015-NUL,Female,Not Seasonal 2015,LICENSES,0,0,1680.398682
DV-25 IP GOLD DIAMS BLCK D DIAMS BLCK S 2015-NUL,Female,Not Seasonal 2015,LICENSES,2,0,5205.975586
DYLOS AUTOMATIC SS BLCK DIAL BLCK S 2015-NUL,Male,Not Seasonal 2015,LICENSES,1,0,2243.051758
EARRINGS METAL-Black+White-Tribute Gold,Female,Fall / Winter 2018-2019,FASHION JEWELRY,3,0,3667.964127
EARRINGS METAL-Yellow-Gold Tribute,Female,Fall / Winter 2018-2019,FASHION JEWELRY,9,0,3257.077454
EARRINGS VIRYA SM R GOLD W5.5 DIA CT0.42 AME CT4.9 .-NUL,Female,Not Seasonal 2016,LICENSES,1,0,3531.613281
EAU DE TOILETTE NAT. SPRAY 30 ML 30 ML SPRAY-NUL,Female,Not Seasonal 2016,LICENSES,3,0,312.0798225
FABRIC + CALF LEATHER-BLACK-TRIBUTE GOLD,Male,Fall / Winter 2018-2019,BAGS,9,2,27106.20032
FABRIC + CALF LEATHER-Dark Brown-Ruthenium Ultra Black,Male,Spring / Summer 2017,BELT,0,0,1346.614746
FABRIC + LAMB LEATHER-Multicolor-Tribute Gold,Female,Fall / Winter 2018-2019,BAGS,21,0,50357.30542
FANNY PACK (LEATHER)+ABS LIONHEAD W/LEATHER INLAY BIG CROC CALF+WASHED NYLON+V RIBBON-Black+Black+Black,Male,Spring / Summer 2019,BAGS,1,0,1205.846924
FANNY PACK NYLON+MALAGA CALF+V RIBBON-Orange+Black+Black-Nickel,Male,Fall / Winter 2018-2019,BAGS,8,0,2147.838791
FANNY PACK+CHAIN+STUDS GRAND CANYON-Black---Antique Gold,Female,Spring / Summer 2019,BAGS,3,0,2344.952606
FELPA CON CAPPUCCIO + RICAMO-yellow - dark blue,Female,Fall / Winter 2018-2019,RTW,9,3,27058.91489
FELPA-Black+black+black,Male,Fall / Winter 2018-2019,RTW,6,0,1868.274063
FELPA-Black+black+gold,Male,Spring / Summer 2019,RTW,3,0,836.69841
FELPA-BLUE MULT,Male,Spring / Summer 2018,RTW,0,0,455.5323029
FELPA-Ocean-White-Gold+Ocean,Male,Spring / Summer 2019,RTW,7,0,2017.60437
FELPA-ocean+Yellow,Male,Spring / Summer 2019,RTW,1,0,864.115097
FELPA-Pink mult+violet-sapphire-green-fuxia,Female,Fall / Winter 2018-2019,RTW,1,0,912.4501038
FELPA-Red+black,Male,Fall / Winter 2018-2019,RTW,4,0,785.7117844
FELPA-Red+white,Male,Spring / Summer 2019,RTW,6,0,2430.13623
FELPA-WHITE/WHITE/MULT,Female,Spring / Summer 2018,RTW,1,0,940.020607
FELPA-White+sky blue+blue+blue,Male,Fall / Winter 2018-2019,RTW,3,0,1552.969849
FELPA-Yellow-Multicolor,Female,Spring / Summer 2019,RTW,1,0,276.805481
FLAT POUCH+METAL LETTERS VITELLO OPACO-Black-Nickel,Unisex,Spring / Summer 2018,SLG,1,0,1247.92569
FLAT SANDAL FABRIC + LAMB LEATHER-Black-Palladium,Female,Spring / Summer 2019,SHOES,0,0,1335.901459
FORMALE - ABITO TESSUTO-black - pink,Male,Fall / Winter 2018-2019,RTW,3,0,11346.7522
FORMALE - ABITO TESSUTO-Blue,Male,Spring / Summer 2018,RTW,3,0,2827.598267
FORMALE - ABITO TESSUTO-Dark Blue,Male,Spring / Summer 2016,RTW,0,0,1911.855957
FORMALE - GIACCA SERA-Black,Male,Fall / Winter 2017-2018,RTW,3,0,3418.86615
FORMALE - GIACCA SERA-Black,Male,Fall / Winter 2018-2019,RTW,14,0,92446.87427
FORMALE - GIACCA SERA-black + multicolor,Male,Fall / Winter 2018-2019,RTW,1,0,7460.078979
FORMALE - GIACCA SERA-white-black-gold,Male,Spring / Summer 2019,RTW,1,0,21561.94043
FORMALE - PANTALONE SERA-Black,Male,Fall / Winter 2017-2018,RTW,1,0,901.5936432
FORMALE - PANTALONE SERA-Black,Male,Spring / Summer 2018,RTW,0,0,1837.205566
FORMALE - PANTALONE TESSUTO-Black,Male,Fall / Winter 2018-2019,RTW,6,2,17652.60999
FORMALE - PANTALONE TESSUTO-blue-black,Male,Spring / Summer 2017,RTW,1,0,5345.086121
FOULARD - CARRE-Black-light blue-orange,Unisex,Fall / Winter 2017-2018,SILK & OTHER ACC,1,0,442.8439941
FOULARD - CARRE-Gold,Unisex,Spring / Summer 2019,SILK & OTHER ACC,8,1,6966.661957
FOULARD - CARRE-Pink-burgundy,Unisex,Fall / Winter 2017-2018,SILK & OTHER ACC,1,0,221.4219971
FOULARD - CARRE-Red-gold,Female,Spring / Summer 2019,SILK & OTHER ACC,2,0,3708.208832
FOULARD - CARRE-White-blu royal,Unisex,Fall / Winter 2018-2019,SILK & OTHER ACC,11,2,11722.42151
FOULARD - CARRE-Yellow+print,Unisex,Spring / Summer 2019,SILK & OTHER ACC,0,0,516.7035522
FOULARD-Beige,Female,Spring / Summer 2017,SILK & OTHER ACC,0,0,1248.613251
FOULARD-black-gold,Female,Fall / Winter 2018-2019,SILK & OTHER ACC,5,0,5793.158142
GEMELLI METALLO-Gold,Male,Fall / Winter 2017-2018,FASHION JEWELRY,3,0,1105.973785
GEMELLI METALLO-Palladium-Hot gold,Male,Fall / Winter 2018-2019,FASHION JEWELRY,1,0,1370.509369
GIACCA  DONNA TESSUTO-black-red,Female,Spring / Summer 2018,RTW,2,0,1412.286102
GIACCA PELLE DONNA-Black,Female,Fall / Winter 2018-2019,RTW,2,2,20565.47021
GIACCA PIUMINO DONNA-rose + print,Female,Fall / Winter 2018-2019,RTW,5,1,33107.4397
GIACCA PIUMINO RICAMATO DONNA + CINTURA-Black + Print,Female,Spring / Summer 2018,RTW,0,0,2497.400635
GIACCA/BLOUSONE PELLICCIA-Black,Male,Fall / Winter 2018-2019,RTW,1,0,37945.15576
GIACCA/BLOUSONE PELLICCIA-Dark speckled leopard,Male,Fall / Winter 2018-2019,RTW,0,1,17063.99414
GILET MAGLIA DONNA-greeen,Female,Fall / Winter 2018-2019,RTW,4,0,6598.414063
GILET MAGLIA DONNA-multicolor,Female,Fall / Winter 2018-2019,RTW,2,1,6560.621277
GIUBBINO MAGLIA UOMO-Grey - Black,Male,Spring / Summer 2019,RTW,25,4,97652.75403
GIUBBINO-BLACK-WHITE-GOLD+BLACK--GOLD,Female,Spring / Summer 2019,RTW,1,0,1072.048218
GIUBBINO-Mult+black,Male,Fall / Winter 2018-2019,RTW,0,0,1106.053375
GIUBBINO-Ocean-White-Gold+Ocean-White,Male,Spring / Summer 2019,RTW,2,0,1888.105652
GIUBBINO-Pink-White-Gold+White-Gold,Female,Spring / Summer 2019,RTW,2,0,1371.4021
GIUBBOTTO FELPA-Black,Male,Spring / Summer 2015,RTW,0,0,1205.273712
GIUBBOTTO PELLE-Pink,Female,Spring / Summer 2017,RTW,0,0,474.5565186
GIUBBOTTO TESSUTO + MAGLIA UOMO-Blue,Male,Fall / Winter 2018-2019,RTW,26,4,131767.6686
GONNA DONNA JERSEY-Black,Female,Spring / Summer 2019,RTW,3,0,1211.703735
GONNA DONNA TESSUTO-black - deep blue,Female,Spring / Summer 2017,RTW,1,0,281.0969238
GONNA PELLE DONNA-Black,Female,Fall / Winter 2018-2019,RTW,1,0,2435.641846
GONNA TESSUTO-Navy,Female,Spring / Summer 2014,RTW,0,0,317.371521
GONNA-LILAL LILLA,Female,Fall / Winter 2017-2018,RTW,3,0,483.5790405
GONNE JERSEY DONNA-Black,Female,Spring / Summer 2019,RTW,4,0,2778.484741
GONNE TESSUTO-Black,Female,Fall / Winter 2018-2019,RTW,10,3,22452.57562
GONNE TESSUTO-Gold + Print,Female,Spring / Summer 2019,RTW,15,5,70667.2644
GONNE TESSUTO-PRINT BACKGROUND WHITE,Female,Fall / Winter 2018-2019,RTW,2,2,30139.41754
GONNE TESSUTO-PRINT BACKGROUND WHITE,Female,Spring / Summer 2019,RTW,1,0,2448.26709
GONNE TESSUTO-yellow,Female,Fall / Winter 2018-2019,RTW,1,0,6977.519775
HAND TOWEL-Gold-gold,Unisex,Not Seasonal 2016,HOME,1,0,147.6146698
HAND TOWEL-grey-grey,Unisex,Not Seasonal 2016,HOME,1,0,86.10855103
HANDBAG VITELLO-white-nickel,Female,Spring / Summer 2016,BAGS,1,0,184.3671265
HAT-BLACK,Male,Fall / Winter 2018-2019,SILK & OTHER ACC,6,0,1162.766981
HAT-BLACK,Male,Spring / Summer 2019,SILK & OTHER ACC,1,0,446.4372787
INSALATIERA 19 CM SCALA PALAZ.ROSA-FORMA 1933,Unisex,Not Seasonal 2018,HOME,0,0,344.4690552
IP R GOLD BLCK D BAROQUE IPRG BRAC 2015-NUL,Female,Not Seasonal 2015,LICENSES,1,0,802.9041138
JOCK STRAP INTIMO UOMO-white- greek gold,Male,Fall / Winter 2018-2019,RTW,0,0,151.1542816
KIT NEWBORN-White+gold,Unisex,Spring / Summer 2019,RTW,1,0,566.411499
KIT SLIPPERS AND MASK-BLACK-GOLD,Unisex,Not Seasonal 2017,HOME,0,0,243.9250641
L LION HEAD PIN CHARM METALLO-Nickel,Unisex,Spring / Summer 2017,SLG,2,0,286.7559586
LADY COAT-BLACK,Female,Fall / Winter 2018-2019,RTW,8,0,5699.024719
LADY DRESS-19-3952 BLUETTE,Female,Fall / Winter 2018-2019,RTW,1,0,642.188736
LADY DRESS-BLACK,Female,Spring / Summer 2019,RTW,46,1,31467.93318
LADY DRESS-CILIEGIA,Female,Fall / Winter 2018-2019,RTW,24,0,18768.35925
LADY DRESS-GOLD,Female,Spring / Summer 2019,RTW,2,0,1202.846344
LADY DRESS-ROSE,Female,Spring / Summer 2018,RTW,5,0,2196.70195
LADY FUSEAUX-BLACK,Female,Fall / Winter 2018-2019,RTW,13,0,10466.11083
LADY FUSEAUX-BLACK,Female,Spring / Summer 2019,RTW,5,0,1349.975082
LADY FUSEAUX-CILIEGIA,Female,Fall / Winter 2018-2019,RTW,2,0,2391.165138
LADY FUSEAUX-GOLD,Female,Spring / Summer 2019,RTW,4,0,1372.050995
LADY JACKET-BLACK,Female,Fall / Winter 2018-2019,RTW,8,1,6719.639313
LADY JACKET-CIPRIA CHIARA,Female,Spring / Summer 2019,RTW,2,0,1171.194794
LADY JACKET-INDIGO,Female,Spring / Summer 2019,RTW,2,0,2307.942566
LADY KNITTED SWEATER-003+899+901,Female,Spring / Summer 2019,RTW,2,0,3116.518036
LADY KNITTED SWEATER-899+899,Female,Fall / Winter 2018-2019,RTW,6,0,5503.527786
LADY KNITTED SWEATER-BIANCO ISI,Female,Fall / Winter 2018-2019,RTW,2,0,3339.231491
LADY KNITTED SWEATER-PAPAVERO,Female,Fall / Winter 2018-2019,RTW,7,0,3470.711853
LADY LIGHT SWEATER-CILIEGIA,Female,Fall / Winter 2018-2019,RTW,20,0,11712.45963
LADY LIGHT SWEATER-HIGH RISK RED,Female,Spring / Summer 2019,RTW,2,0,2479.324493
LADY LIGHT SWEATER-MIMOSA,Female,Fall / Winter 2018-2019,RTW,13,0,13975.24918
LADY SHIRT-WHITE,Female,Spring / Summer 2018,RTW,1,0,632.2372284
LADY SHIRT-WHITE,Female,Spring / Summer 2019,RTW,1,0,615.123291
LADY T-SHIRT-899+923,Female,Spring / Summer 2019,RTW,1,0,118.1181488
LADY T-SHIRT-BLACK,Female,Fall / Winter 2018-2019,RTW,84,8,58923.27118
LADY T-SHIRT-BLACK,Female,Spring / Summer 2019,RTW,31,3,11633.23418
LADY T-SHIRT-ROSSO,Female,Spring / Summer 2019,RTW,4,0,1639.595642
LADY T-SHIRT-VIOLET,Female,Spring / Summer 2019,RTW,2,0,250.6505814
LADY TROUSER-BLU BLACK,Female,Fall / Winter 2018-2019,RTW,7,0,2785.934128
LADY TROUSER-CILIEGIA,Female,Fall / Winter 2018-2019,RTW,14,0,10338.29106
LADY TROUSER-HIGH RISK RED,Female,Spring / Summer 2019,RTW,1,0,1197.51413
LADY TROUSER-INDIGO,Female,Fall / Winter 2018-2019,RTW,53,3,37470.85792
LADY TROUSER-ORCHID BOUQUET,Female,Fall / Winter 2018-2019,RTW,1,0,3172.1427
LADY TROUSER-SUSINA,Female,Fall / Winter 2018-2019,RTW,3,0,3972.91098
LARGE BACKPACK RIPSTOP NYLON+MALAGA CALF+V RIBBON-Green+Black+Black---Nickel,Unisex,Spring / Summer 2018,BAGS,4,0,2027.495621
LARGE BACKPACK+ABS LIONHEAD W/LEATHER INLAY WASHED NYLON+MALAGA CALF+MALAGA CALF+V RIBBON-Black+Black+Black+Black---Gun Metal,Unisex,Spring / Summer 2019,BAGS,4,0,3586.968689
LARGE BACKPACK+LIONHEAD RIVET+COLOURED PATCHES PALMELLATO+V RIBBON-Black+Black---Gun Metal,Unisex,Fall / Winter 2018-2019,BAGS,10,0,5965.075226
LARGE FLAT POUCH W/PAD+ABS LIONHEAD W/LEATHER INLAY TSUNAMI PRINTED NYLON+MALAGA CALF-Multicolor Bluette+Black---Gun Metal,Male,Spring / Summer 2019,SLG,0,0,185.3856354
LARGE FLAT POUCH+LIONHEAD OLD PIN PALMELLATO-Black-Gun Metal,Unisex,Fall / Winter 2018-2019,SLG,17,0,7048.822311
LARGE FLAT POUCH+LIONHEAD RIVET VERSUS LETTERS PRINTED PALMELLATO-Optic White-Black---Nickel,Unisex,Fall / Winter 2018-2019,SLG,9,0,4365.337936
LARGE PENDANT MEDUSA WGOLD GRECA W10.4GR .-NUL,Female,Not Seasonal 2017,LICENSES,1,0,2576.859619
LARGE PENDANT YGOLD W12.44 DIAM CT0.73 ONYX CT1.9 .-NUL,Female,Not Seasonal 2017,LICENSES,0,0,5215.718262
LEATHER JACKET-BLACK,Female,Spring / Summer 2019,RTW,2,0,2413.743896
LEATHER JACKET-BLEU NOTTE,Male,Fall / Winter 2018-2019,RTW,8,0,5267.382996
"LIONHEAD OLD PIN BELT H.3,5CM VITELLO OPACO-Black---Light Gold",Female,Fall / Winter 2018-2019,BELT,7,0,2930.852051
LOAFER C/MEDUSA FDO GOMMA GLITTER STAR+NAPPA LAMINATA-GOLD+GOLD+BLACK SOLE-GOLD,Female,Spring / Summer 2019,SHOES,1,1,359.8471375
MAGLIA DONNA STAMPATA-White,Female,Fall / Winter 2018-2019,RTW,5,0,3780.929443
MAGLIA DONNA-Acacia,Female,Spring / Summer 2017,RTW,0,0,753.2038422
MAGLIA DONNA-Black - White - Fuxia,Female,Spring / Summer 2019,RTW,2,0,2592.413208
MAGLIA DONNA-blue,Female,Spring / Summer 2018,RTW,1,0,568.3164673
MAGLIA DONNA-Camel,Female,Fall / Winter 2018-2019,RTW,0,0,1446.77002
MAGLIA DONNA-light blue,Female,Spring / Summer 2018,RTW,0,0,1636.44751
MAGLIA DONNA-mid blue,Female,Fall / Winter 2016-2017,RTW,0,0,236.9215393
MAGLIA DONNA-Optical White,Female,Spring / Summer 2017,RTW,0,0,231.7550201
MAGLIA DONNA-Pink,Female,Fall / Winter 2018-2019,RTW,6,0,4865.415771
MAGLIA DONNA-Poppy,Female,Spring / Summer 2019,RTW,1,0,465.0332031
MAGLIA DONNA-rose,Female,Fall / Winter 2017-2018,RTW,3,1,2709.880188
MAGLIA DONNA-rose,Female,Fall / Winter 2018-2019,RTW,2,0,10637.49451
MAGLIA STAMPATA UOMO-black + multicolor,Male,Fall / Winter 2018-2019,RTW,18,9,69213.6662
MAGLIA STAMPATA UOMO-Blue + Print,Male,Fall / Winter 2018-2019,RTW,27,7,92759.36115
MAGLIA STAMPATA UOMO-PRINTED,Male,Fall / Winter 2018-2019,RTW,3,3,25394.31799
MAGLIA UOMO RICAMATA-Optical White,Male,Spring / Summer 2018,RTW,2,1,2757.681335
MAGLIA UOMO-Black - Gold,Male,Fall / Winter 2018-2019,RTW,26,5,78968.57111
MAGLIA UOMO-Black - Red - Lt Blue,Male,Fall / Winter 2017-2018,RTW,0,0,141.2129211
MAGLIA UOMO-Black - Yellow,Male,Spring / Summer 2016,RTW,1,0,109.8089523
MAGLIA UOMO-Cobalt,Male,Fall / Winter 2018-2019,RTW,5,0,1779.70639
MAGLIA UOMO-Red - Bluette,Male,Spring / Summer 2019,RTW,0,0,2099.878174
MAGLIA UOMO-royal Blue,Male,Spring / Summer 2019,RTW,1,0,5245.514526
MAGLIA UOMO-White - Black,Male,Fall / Winter 2018-2019,RTW,34,6,74019.3194
MAGLIA ZIP UOMO-Black - Grey - White,Male,Spring / Summer 2017,RTW,1,0,156.8799286
MAGLIA-Black - White,Male,Fall / Winter 2015-2016,RTW,2,0,274.5923157
MAGLIA-Black - White,Male,Spring / Summer 2015,RTW,0,0,168.630188
MAGLIA-Yellow - Black,Male,Spring / Summer 2015,RTW,1,0,317.67659
MAN COAT-806+623,Male,Fall / Winter 2018-2019,RTW,0,0,2442.203796
MAN JACKET-TOURMALINE,Male,Spring / Summer 2019,RTW,9,0,9058.982208
MAN KNITTED SWEATER-899+500+003,Male,Spring / Summer 2018,RTW,0,0,558.3196106
MAN KNITTED SWEATER-BLACK,Male,Fall / Winter 2018-2019,RTW,22,1,17515.44447
MAN KNITTED SWEATER-BLACK,Male,Spring / Summer 2018,RTW,0,0,619.9815674
MAN KNITTED SWEATER-BLACK,Male,Spring / Summer 2019,RTW,4,0,3883.552246
MAN KNITTED SWEATER-BLU TEMPESTA,Male,Fall / Winter 2018-2019,RTW,11,0,8695.568794
MAN KNITTED SWEATER-BLUETTE,Male,Spring / Summer 2018,RTW,1,0,184.5183258
MAN KNITTED SWEATER-PALACE BLUE,Male,Fall / Winter 2018-2019,RTW,17,0,7859.782089
MAN KNITTED SWEATER-RANA,Male,Fall / Winter 2018-2019,RTW,2,0,1803.405334
MAN LIGHT SWEATER-BLACK,Male,Fall / Winter 2018-2019,RTW,149,0,87974.53049
MAN LIGHT SWEATER-MATTONE,Male,Spring / Summer 2018,RTW,3,0,622.4609375
MAN LIGHT SWEATER-PALACE BLUE,Male,Fall / Winter 2018-2019,RTW,12,0,4000.400261
MAN SHIRT-899+238+255,Male,Spring / Summer 2019,RTW,4,0,1786.505188
MAN SHIRT-NAVY,Male,Fall / Winter 2018-2019,RTW,8,0,4578.802147
MAN SHORTS-HIGH RISK RED,Male,Spring / Summer 2019,RTW,1,0,204.0222626
MAN T-SHIRT-BLACK,Male,Spring / Summer 2019,RTW,51,0,15553.67947
MAN T-SHIRT-GREY,Male,Spring / Summer 2019,RTW,5,0,2059.383133
MAN T-SHIRT-LIMONE,Male,Spring / Summer 2019,RTW,2,0,706.858902
MAN T-SHIRT-PALACE BLUE,Male,Fall / Winter 2018-2019,RTW,25,0,7488.90374
MAN T-SHIRT-RHODODENDRON,Male,Fall / Winter 2018-2019,RTW,6,0,6414.008942
MAN TROUSER-17-3914 GRIGIO ARTIS,Male,Spring / Summer 2019,RTW,2,0,2840.996887
MAN TROUSER-19-3952 BLUETTE,Male,Fall / Winter 2018-2019,RTW,3,0,3150.765137
MAN TROUSER-BLACK,Male,Fall / Winter 2018-2019,RTW,164,1,158422.1262
MAN TROUSER-BLACK,Male,Spring / Summer 2019,RTW,67,0,60151.72421
MAN TROUSER-BLU TEMPESTA,Male,Fall / Winter 2018-2019,RTW,44,0,51301.52655
MAN TROUSER-DOPPIO INDACO,Male,Spring / Summer 2019,RTW,2,0,1623.398102
MAN TROUSER-GRIGIO CHIMICO,Male,Fall / Winter 2018-2019,RTW,8,0,9133.309128
MAN TROUSER-INDIGO,Male,Spring / Summer 2019,RTW,1,0,665.7568359
MAN TROUSER-NAVY,Male,Fall / Winter 2018-2019,RTW,8,0,8756.146133
MAN TROUSER-NAVY,Male,Spring / Summer 2019,RTW,28,0,14030.50294
MAN TROUSER-PALACE BLUE,Male,Fall / Winter 2018-2019,RTW,9,0,3938.15892
MAN TROUSER-RHODODENDRON,Male,Fall / Winter 2018-2019,RTW,5,0,11137.81882
MANTELLA TESSUTO-Red Black,Female,Fall / Winter 2018-2019,RTW,1,0,3400.023193
MARSUPIO CALF-Black Warm Gold,Male,Fall / Winter 2017-2018,BAGS,0,0,-735.7056274
MARSUPIO NAPPA TRAP. + NAPPA TRAP. BAROCCO-Black+Multicolor-Tribute Gold,Female,Spring / Summer 2019,BAGS,1,0,2339.814453
MARSUPIO NYLON + NASTRO GRECA-Black Black Ultra Black Ruthenium,Male,Spring / Summer 2019,BAGS,4,0,7066.601074
MARSUPIO NYLON STAMPA "VERSACE"-Black-Red-White,Female,Spring / Summer 2019,BAGS,1,0,590.5183716
MARSUPIO NYLON STAMPA "VERSACE"-Red+White,Unisex,Spring / Summer 2019,BAGS,4,0,6913.758087
MINI BORSA A MANO BIMBA C/TRACOLLA VIT.LAMINATO-LIGHT GOLD--GOLD,Female,Fall / Winter 2018-2019,BAGS,0,0,431.3931274
MINI BORSA A MANO BIMBA CON TRACOLLA VERNICE ST.MICRO FLOWER-MULTICOLOR BLUETTE-GOLD,Female,Spring / Summer 2018,BAGS,1,0,282.355896
MOCASSINO  T.105 NAPPA-Pink-Tribute Gold,Female,Spring / Summer 2018,SHOES,0,0,0
MOCASSINO  T.85 VERNICE ST. COCCO-Black-Tribute Gold,Female,Fall / Winter 2018-2019,SHOES,11,1,13516.09161
MOCASSINO CAPRA-Black Warm Gold,Male,Spring / Summer 2019,SHOES,2,0,1783.290527
MOCASSINO VITELLO ST. COCCO-Black-Tribute Gold,Male,Fall / Winter 2018-2019,SHOES,14,0,30197.50415
MOCASSINO VITELLO-Black-Ruthenium,Male,Fall / Winter 2018-2019,SHOES,1,0,811.3165894
